
=== All PRNGs ===
Rank | Params           | Last Pass | Last Test  | Last Iter   | Total All   | No Anom | P-Value    | Iters
 109 | 0 1 2 18 9 30    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 110 | 0 1 2 18 16 5    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 111 | 0 1 2 19 23 8    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 112 | 0 1 2 19 26 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 113 | 0 1 2 21 24 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 114 | 0 1 2 21 26 2    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 115 | 0 1 2 23 3 29    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 116 | 0 1 2 23 26 27   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 117 | 0 1 2 25 14 27   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 118 | 0 1 2 26 5 19    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 119 | 0 1 2 28 10 5    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 120 | 0 1 2 28 29 19   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 121 | 0 1 2 29 1 19    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 122 | 1 0 0 4 1 13     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 123 | 1 0 0 5 15 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 124 | 1 0 0 6 23 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 125 | 1 0 0 27 5 16    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 126 | 1 0 1 7 23 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 127 | 1 0 2 1 8 30     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 128 | 1 0 2 2 22 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 129 | 1 0 2 4 3 17     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 130 | 1 0 2 7 29 2     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 131 | 1 0 2 10 26 23   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 132 | 1 0 2 11 29 8    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 133 | 1 0 2 12 11 9    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
 134 | 1 0 2 14 21 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 1U    |     465 | 1.0        |     9
