
=== All PRNGs ===
Rank | Params           | Last Pass | Last Test  | Last Iter   | Total All   | No Anom | P-Value    | Iters
 209 | 1 0 2 9 21 19    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 210 | 1 0 2 10 15 11   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 211 | 1 0 2 15 30 26   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 212 | 1 0 2 16 8 27    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 213 | 1 0 2 21 19 19   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 214 | 1 0 2 21 23 6    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 215 | 1 0 2 24 21 15   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 216 | 1 0 2 25 15 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 217 | 1 0 2 29 6 20    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 218 | 1 0 2 30 5 17    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 219 | 1 0 2 30 20 9    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 3U    |     465 | 1.0        |     9
 220 | 0 1 0 9 23 4     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 4U    |     465 | 1.0        |     9
 221 | 0 1 1 10 3 2     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 4U    |     465 | 1.0        |     9
 222 | 0 1 2 1 8 2      | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 4U    |     465 | 1.0        |     9
 223 | 1 0 2 9 2 23     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 4U    |     465 | 1.0        |     9
 224 | 1 0 2 10 5 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 4U    |     465 | 1.0        |     9
 225 | 1 0 2 17 13 30   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 4U    |     465 | 1.0        |     9
 226 | 0 1 0 9 4 22     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 5U    |     465 | 1.0        |     9
 227 | 0 1 2 18 1 5     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 5U    |     465 | 1.0        |     9
 228 | 0 1 2 20 5 22    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 5U    |     465 | 1.0        |     9
 229 | 1 0 2 15 10 21   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 5U    |     465 | 1.0        |     9
 230 | 1 0 2 20 30 23   | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 5U    |     465 | 1.0        |     9
 231 | 0 1 2 11 12 9    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 6U    |     465 | 1.0        |     9
 232 | 1 0 0 7 15 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 6U    |     465 | 1.0        |     9
 233 | 1 0 2 1 5 29     | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 7U    |     465 | 1.0        |     9
 234 | 0 1 2 20 9 29    | 128KB     | 256KB      | 1F 0S 0U    | 1F 0S 10U   |     465 | 1.0        |     9
 235 | 0 1 0 5 23 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 236 | 0 1 0 5 27 16    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 237 | 0 1 0 13 20 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 238 | 0 1 0 15 7 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 239 | 0 1 1 7 13 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 240 | 0 1 1 20 3 17    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 241 | 0 1 1 25 3 28    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 242 | 0 1 2 5 1 29     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 243 | 0 1 2 5 3 14     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 244 | 0 1 2 5 21 31    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 245 | 0 1 2 12 11 23   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 246 | 0 1 2 15 11 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 247 | 0 1 2 15 26 19   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 248 | 0 1 2 22 2 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 249 | 0 1 2 25 15 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 250 | 0 1 2 27 31 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 251 | 0 1 2 28 18 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 252 | 0 1 2 29 20 22   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 253 | 0 1 2 30 7 6     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 254 | 1 0 0 15 1 15    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 255 | 1 0 1 9 11 16    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 256 | 1 0 1 13 7 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 257 | 1 0 2 3 3 6      | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 258 | 1 0 2 3 23 29    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 259 | 1 0 2 4 7 26     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 260 | 1 0 2 5 30 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 261 | 1 0 2 7 1 19     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 262 | 1 0 2 7 17 31    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 263 | 1 0 2 8 1 2      | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 264 | 1 0 2 11 12 23   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 265 | 1 0 2 11 12 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 266 | 1 0 2 20 9 3     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 267 | 1 0 2 25 10 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 268 | 1 0 2 25 22 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 269 | 1 0 2 28 29 13   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 270 | 1 0 2 29 11 24   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 0U    |     465 | 1.0        |     9
 271 | 0 1 0 3 25 28    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 272 | 0 1 0 5 27 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 273 | 0 1 0 17 11 4    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 274 | 0 1 0 19 3 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 275 | 0 1 1 11 9 16    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 276 | 0 1 2 4 3 15     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 277 | 0 1 2 8 1 30     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 278 | 0 1 2 9 20 3     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 279 | 0 1 2 10 28 27   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 280 | 0 1 2 11 29 24   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 281 | 0 1 2 19 21 19   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 282 | 0 1 2 20 23 21   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 283 | 0 1 2 29 21 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 284 | 1 0 0 3 11 29    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 285 | 1 0 0 11 9 16    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 286 | 1 0 1 1 6 10     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 287 | 1 0 1 3 10 2     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 288 | 1 0 1 7 12 20    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 289 | 1 0 2 1 18 5     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 290 | 1 0 2 11 15 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 291 | 1 0 2 21 24 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 292 | 1 0 2 23 19 8    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 293 | 1 0 2 23 26 5    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 294 | 1 0 2 24 21 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 295 | 1 0 2 28 5 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 1U    |     465 | 1.0        |     9
 296 | 0 1 1 7 15 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 297 | 0 1 2 1 18 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 298 | 0 1 2 5 23 31    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 299 | 0 1 2 5 30 7     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 300 | 0 1 2 12 9 4     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 301 | 0 1 2 14 21 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 302 | 0 1 2 17 3 28    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 303 | 0 1 2 19 4 30    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 304 | 0 1 2 21 5 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 305 | 0 1 2 21 29 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 306 | 0 1 2 23 21 6    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 307 | 1 0 1 7 6 15     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 308 | 1 0 1 15 17 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 309 | 1 0 2 5 21 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 310 | 1 0 2 29 28 19   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 2U    |     465 | 1.0        |     9
 311 | 0 1 0 1 31 9     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 312 | 0 1 0 11 5 26    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 313 | 0 1 0 19 11 11   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 314 | 0 1 2 5 2 4      | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 315 | 0 1 2 8 16 27    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 316 | 0 1 2 11 28 26   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 317 | 0 1 2 14 25 5    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 318 | 0 1 2 23 5 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 319 | 1 0 0 20 3 17    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 320 | 1 0 2 5 30 15    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 321 | 1 0 2 9 11 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 322 | 1 0 2 19 23 24   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 323 | 1 0 2 23 15 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 324 | 1 0 2 30 15 6    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 3U    |     465 | 1.0        |     9
 325 | 0 1 2 4 1 5      | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 326 | 1 0 0 7 13 25    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 327 | 1 0 1 5 23 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 328 | 1 0 2 6 29 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 329 | 1 0 2 13 24 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 330 | 1 0 2 23 24 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 331 | 1 0 2 23 28 22   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 4U    |     465 | 1.0        |     9
 332 | 0 1 2 5 26 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 5U    |     465 | 1.0        |     9
 333 | 0 1 2 24 21 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 5U    |     465 | 1.0        |     9
 334 | 0 1 2 24 23 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 5U    |     465 | 1.0        |     9
 335 | 1 0 0 4 9 22     | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 5U    |     465 | 1.0        |     9
 336 | 1 0 2 9 31 10    | 128KB     | 256KB      | 1F 0S 0U    | 1F 1S 5U    |     465 | 1.0        |     9
 337 | 0 1 1 5 9 21     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 338 | 0 1 1 19 11 3    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 339 | 0 1 2 7 17 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 340 | 0 1 2 10 25 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 341 | 0 1 2 11 9 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 342 | 0 1 2 21 19 13   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 343 | 0 1 2 21 30 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 344 | 0 1 2 28 27 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 345 | 0 1 2 29 11 8    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 346 | 0 1 2 29 26 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 347 | 1 0 0 10 3 2     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 348 | 1 0 0 11 19 11   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 349 | 1 0 0 23 9 4     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 350 | 1 0 1 1 23 5     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 351 | 1 0 1 9 5 21     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 352 | 1 0 1 19 11 11   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 353 | 1 0 2 2 29 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 354 | 1 0 2 3 14 9     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 355 | 1 0 2 5 26 19    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 356 | 1 0 2 9 12 4     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 357 | 1 0 2 14 3 23    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 358 | 1 0 2 26 21 2    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 359 | 1 0 2 26 23 27   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 360 | 1 0 2 27 5 26    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 361 | 1 0 2 29 1 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 362 | 1 0 2 29 24 5    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 0U    |     465 | 1.0        |     9
 363 | 0 1 2 3 4 17     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 364 | 0 1 2 5 10 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 365 | 0 1 2 5 27 26    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 366 | 0 1 2 15 30 6    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 367 | 0 1 2 18 28 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 368 | 0 1 2 23 2 28    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 369 | 0 1 2 24 13 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 370 | 1 0 0 27 5 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 371 | 1 0 1 9 23 29    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 372 | 1 0 2 3 4 15     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 373 | 1 0 2 5 20 22    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 374 | 1 0 2 10 25 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 375 | 1 0 2 14 13 24   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 376 | 1 0 2 15 26 13   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 377 | 1 0 2 22 25 20   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 378 | 1 0 2 22 27 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 379 | 1 0 2 23 2 4     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 380 | 1 0 2 23 3 3     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 381 | 1 0 2 27 14 26   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 382 | 1 0 2 29 26 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 1U    |     465 | 1.0        |     9
 383 | 0 1 1 17 15 17   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 2U    |     465 | 1.0        |     9
 384 | 0 1 2 1 4 27     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 2U    |     465 | 1.0        |     9
 385 | 0 1 2 7 29 30    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 2U    |     465 | 1.0        |     9
 386 | 0 1 2 27 28 15   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 2U    |     465 | 1.0        |     9
 387 | 1 0 0 6 1 10     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 2U    |     465 | 1.0        |     9
 388 | 1 0 2 25 25 10   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 2U    |     465 | 1.0        |     9
 389 | 0 1 2 3 14 23    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 3U    |     465 | 1.0        |     9
 390 | 0 1 2 10 26 9    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 3U    |     465 | 1.0        |     9
 391 | 1 0 1 1 15 15    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 3U    |     465 | 1.0        |     9
 392 | 1 0 2 9 24 11    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 3U    |     465 | 1.0        |     9
 393 | 1 0 2 23 20 21   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 3U    |     465 | 1.0        |     9
 394 | 0 1 2 11 15 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 4U    |     465 | 1.0        |     9
 395 | 0 1 2 22 27 15   | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 4U    |     465 | 1.0        |     9
 396 | 1 0 2 8 29 14    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 4U    |     465 | 1.0        |     9
 397 | 1 0 2 17 7 11    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 4U    |     465 | 1.0        |     9
 398 | 0 1 2 9 31 22    | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 5U    |     465 | 1.0        |     9
 399 | 1 0 0 6 7 15     | 128KB     | 256KB      | 1F 0S 0U    | 1F 2S 6U    |     465 | 1.0        |     9
 400 | 0 1 1 10 1 30    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 401 | 0 1 1 20 13 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 402 | 0 1 2 7 4 26     | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 403 | 0 1 2 14 27 26   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 404 | 0 1 2 29 28 13   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 405 | 1 0 0 16 5 14    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 406 | 1 0 2 12 9 28    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 407 | 1 0 2 15 11 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 408 | 1 0 2 15 31 29   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 409 | 1 0 2 17 7 1     | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 410 | 1 0 2 18 28 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 411 | 1 0 2 19 31 18   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 412 | 1 0 2 26 5 13    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 413 | 1 0 2 27 19 25   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 0U    |     465 | 1.0        |     9
 414 | 0 1 0 13 3 7     | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 415 | 0 1 1 11 17 4    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 416 | 0 1 2 23 28 10   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 417 | 0 1 2 25 17 27   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 418 | 0 1 2 29 2 12    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 419 | 0 1 2 31 15 29   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 420 | 0 1 2 31 27 7    | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 421 | 1 0 0 8 9 19     | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
 422 | 1 0 1 13 20 12   | 128KB     | 256KB      | 1F 0S 0U    | 1F 3S 1U    |     465 | 1.0        |     9
