
=== All PRNGs ===
Rank | Params           | Last Pass | Last Test  | Last Iter   | Total All   | No Anom | P-Value    | Iters
 412 | 1 0 2 29 16 17   | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 2U    |     107 | 1.0        |    12
 413 | 0 1 0 11 19 3    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 414 | 0 1 1 7 15 25    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 415 | 0 1 2 31 9 10    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 416 | 1 0 0 5 11 26    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 417 | 1 0 1 7 12 20    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 418 | 1 0 1 17 11 4    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 419 | 1 0 2 15 26 13   | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 3U    |     107 | 1.0        |    12
 420 | 1 0 2 20 30 23   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 3U    |     107 | 1.0        |    12
 421 | 0 1 2 28 10 5    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 4U    |     107 | 1.0        |    12
 422 | 1 0 0 4 9 22     | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 4U    |     107 | 1.0        |    12
 423 | 1 0 2 9 2 23     | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 4U    |     107 | 1.0        |    12
 424 | 1 0 2 25 17 5    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 4U    |     107 | 1.0        |    12
 425 | 1 0 2 21 5 31    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 5U    |     107 | 1.0        |    12
 426 | 0 1 2 27 19 7    | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 7U    |     107 | 1.0        |    12
 427 | 0 1 2 15 30 6    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 428 | 0 1 2 18 28 7    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 429 | 0 1 2 21 23 26   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 430 | 0 1 2 24 21 7    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 431 | 0 1 2 24 21 17   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 432 | 1 0 2 14 25 27   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 433 | 1 0 2 18 28 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 434 | 1 0 2 22 25 20   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 435 | 1 0 2 23 21 26   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 436 | 1 0 2 24 21 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 437 | 1 0 2 30 15 6    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 438 | 0 1 1 10 1 30    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 439 | 0 1 2 19 31 14   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 440 | 0 1 2 23 24 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 441 | 0 1 2 25 17 27   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 442 | 1 0 0 8 9 19     | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 443 | 1 0 1 3 25 28    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 444 | 1 0 2 19 26 12   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 445 | 1 0 2 21 24 17   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 446 | 1 0 2 21 26 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 447 | 1 0 2 21 26 30   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 448 | 0 1 2 5 20 10    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 449 | 0 1 2 7 30 26    | 1MB       | 2MB        | 1F 0S 1U    | 1F 1S 2U    |     107 | 1.0        |    12
 450 | 0 1 2 11 29 24   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 451 | 0 1 2 19 26 20   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 452 | 0 1 2 20 29 10   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 453 | 0 1 2 21 24 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 454 | 1 0 2 9 18 30    | 1MB       | 2MB        | 1F 0S 1U    | 1F 1S 2U    |     107 | 1.0        |    12
 455 | 1 0 2 20 23 11   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 456 | 1 0 2 24 21 15   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 457 | 1 0 2 25 22 12   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 458 | 0 1 2 29 16 15   | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 3U    |     107 | 1.0        |    12
 459 | 1 0 2 13 24 12   | 1MB       | 2MB        | 1F 0S 1U    | 1F 1S 4U    |     107 | 1.0        |    12
 460 | 1 0 2 24 23 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 2S 0U    |     107 | 1.0        |    12
 461 | 1 0 2 27 19 25   | 1MB       | 2MB        | 1F 1S 0U    | 1F 2S 3U    |     107 | 1.0        |    12
 462 | 1 0 1 5 23 1     | 1MB       | 2MB        | 1F 0S 1U    | 1F 3S 2U    |     107 | 1.0        |    12
 463 | 0 1 2 21 26 7    | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 1U    |     107 | 1.0        |    12
 464 | 0 1 2 25 25 10   | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 1U    |     107 | 1.0        |    12
 465 | 0 1 2 27 28 15   | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 1U    |     107 | 1.0        |    12
 466 | 0 1 2 30 20 23   | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 1U    |     107 | 1.0        |    12
 467 | 1 0 2 31 15 3    | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 2U    |     107 | 1.0        |    12
 468 | 0 1 2 30 21 15   | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 3U    |     107 | 1.0        |    12
 469 | 1 0 2 27 22 15   | 1MB       | 2MB        | 2F 0S 0U    | 2F 1S 2U    |     107 | 1.0        |    12
 470 | 0 1 2 5 21 31    | 1MB       | 2MB        | 1F 0S 2U    | 1F 0S 2U    |     106 | 1.0        |    12
 471 | 1 0 2 15 30 26   | 1MB       | 2MB        | 1F 0S 1U    | 1F 0S 2U    |     106 | 1.0        |    12
 472 | 0 1 2 19 23 8    | 1MB       | 2MB        | 1F 0S 2U    | 1F 0S 3U    |     106 | 1.0        |    12
 473 | 0 1 2 20 23 21   | 1MB       | 2MB        | 1F 0S 2U    | 1F 0S 3U    |     106 | 1.0        |    12
 474 | 0 1 2 15 31 3    | 1MB       | 2MB        | 1F 1S 0U    | 1F 1S 0U    |     106 | 1.0        |    12
 475 | 0 1 2 27 22 17   | 1MB       | 2MB        | 1F 1S 1U    | 1F 1S 1U    |     106 | 1.0        |    12
 476 | 1 0 2 23 26 5    | 1MB       | 2MB        | 1F 1S 1U    | 1F 1S 1U    |     106 | 1.0        |    12
 477 | 0 1 2 26 23 5    | 1MB       | 2MB        | 1F 1S 1U    | 1F 1S 2U    |     106 | 1.0        |    12
 478 | 0 1 1 8 9 19     | 1MB       | 2MB        | 1F 1S 1U    | 1F 1S 4U    |     106 | 1.0        |    12
 479 | 0 1 0 3 10 2     | 1MB       | 2MB        | 2F 0S 0U    | 2F 0S 1U    |     106 | 1.0        |    12
 480 | 0 1 2 28 18 25   | 1MB       | 2MB        | 2F 0S 1U    | 2F 0S 1U    |     106 | 1.0        |    12
 481 | 1 0 2 28 27 15   | 1MB       | 2MB        | 2F 0S 1U    | 2F 0S 3U    |     106 | 1.0        |    12
 482 | 1 0 2 8 1 2      | 1MB       | 2MB        | 2F 1S 0U    | 2F 1S 0U    |     106 | 1.0        |    12
 483 | 0 1 2 28 27 17   | 1MB       | 2MB        | 2F 0S 1U    | 2F 1S 1U    |     106 | 1.0        |    12
 484 | 1 0 2 29 24 5    | 1MB       | 2MB        | 2F 1S 0U    | 2F 1S 1U    |     106 | 1.0        |    12
 485 | 0 1 2 1 8 2      | 1MB       | 2MB        | 2F 1S 0U    | 2F 1S 2U    |     106 | 1.0        |    12
 486 | 0 1 2 27 31 25   | 1MB       | 2MB        | 2F 0S 1U    | 2F 1S 2U    |     106 | 1.0        |    12
 487 | 1 0 2 28 29 13   | 1MB       | 2MB        | 2F 1S 0U    | 2F 1S 2U    |     106 | 1.0        |    12
 488 | 1 0 2 27 31 7    | 1MB       | 2MB        | 2F 1S 0U    | 2F 2S 2U    |     106 | 1.0        |    12
 489 | 1 0 2 7 29 2     | 1MB       | 2MB        | 3F 0S 1U    | 3F 0S 2U    |     105 | 1.0        |    12
 490 | 0 1 2 29 7 2     | 1MB       | 2MB        | 3F 1S 0U    | 3F 3S 6U    |     105 | 1.0        |    12
 491 | 1 0 1 15 5 12    | 1MB       | 2MB        | 1F 1S 2U    | 1F 1S 5U    |     104 | 1.0        |    12
 492 | 0 1 2 24 15 1    | 1MB       | 2MB        | 5F 2S 0U    | 5F 2S 1U    |     102 | 1.0        |    12
 493 | 1 0 2 15 24 1    | 1MB       | 2MB        | 5F 3S 0U    | 5F 3S 3U    |     101 | 1.0        |    12
 494 | 0 1 1 7 15 23    | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     108 | 1.0        |    12
 495 | 0 1 2 8 1 30     | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 2U    |     108 | 1.0        |    12
 496 | 1 0 1 9 11 16    | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 4U    |     108 | 1.0        |    12
 497 | 0 1 2 26 21 30   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 498 | 0 1 2 28 23 22   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 499 | 1 0 2 21 24 7    | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 500 | 1 0 2 22 27 17   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 501 | 1 0 2 23 28 22   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 502 | 1 0 2 29 21 25   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 0U    |     107 | 1.0        |    12
 503 | 0 1 2 5 23 31    | 512KB     | 2MB        | 1F 0S 1U    | 1F 1S 1U    |     107 | 1.0        |    12
 504 | 0 1 2 21 26 2    | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 505 | 0 1 2 31 19 18   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 1U    |     107 | 1.0        |    12
 506 | 0 1 2 29 20 22   | 512KB     | 2MB        | 1F 0S 0U    | 1F 1S 2U    |     107 | 1.0        |    12
 507 | 0 1 2 26 21 25   | 512KB     | 2MB        | 1F 1S 0U    | 1F 2S 0U    |     107 | 1.0        |    12
 508 | 1 0 1 1 10 30    | 512KB     | 2MB        | 1F 1S 0U    | 1F 2S 0U    |     107 | 1.0        |    12
 509 | 1 0 2 26 23 27   | 512KB     | 2MB        | 1F 0S 0U    | 1F 2S 1U    |     107 | 1.0        |    12
 510 | 1 0 2 31 19 14   | 512KB     | 2MB        | 1F 0S 0U    | 1F 2S 4U    |     107 | 1.0        |    12
 511 | 1 0 2 26 21 2    | 512KB     | 2MB        | 1F 1S 0U    | 1F 3S 3U    |     107 | 1.0        |    12
 512 | 0 1 2 24 29 5    | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 0U    |     107 | 1.0        |    12
 513 | 0 1 2 29 24 27   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 0U    |     107 | 1.0        |    12
 514 | 1 0 2 19 31 18   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 0U    |     107 | 1.0        |    12
 515 | 1 0 2 25 25 10   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 0U    |     107 | 1.0        |    12
 516 | 0 1 2 20 30 9    | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 517 | 0 1 2 21 29 25   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 518 | 0 1 2 21 30 17   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 519 | 0 1 2 23 28 10   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 520 | 0 1 2 25 25 22   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 521 | 1 0 2 21 29 7    | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 522 | 1 0 2 21 30 15   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 523 | 1 0 2 27 28 17   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 524 | 1 0 2 30 21 17   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 1U    |     107 | 1.0        |    12
 525 | 1 0 2 29 20 10   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 2U    |     107 | 1.0        |    12
 526 | 1 0 2 20 29 22   | 512KB     | 2MB        | 2F 0S 0U    | 2F 1S 4U    |     107 | 1.0        |    12
 527 | 1 0 2 30 20 9    | 512KB     | 2MB        | 2F 0S 0U    | 2F 2S 4U    |     107 | 1.0        |    12
 528 | 0 1 2 24 23 7    | 512KB     | 2MB        | 1F 0S 1U    | 1F 1S 2U    |     106 | 1.0        |    12
 529 | 1 0 2 26 19 20   | 512KB     | 2MB        | 1F 1S 1U    | 1F 2S 2U    |     106 | 1.0        |    12
 530 | 0 1 2 19 27 25   | 512KB     | 2MB        | 2F 0S 1U    | 2F 1S 1U    |     106 | 1.0        |    12
 531 | 1 0 2 24 29 27   | 512KB     | 2MB        | 2F 0S 1U    | 2F 1S 3U    |     106 | 1.0        |    12
 532 | 0 1 2 23 26 27   | 512KB     | 2MB        | 2F 0S 1U    | 2F 1S 4U    |     106 | 1.0        |    12
 533 | 1 0 0 10 3 2     | 512KB     | 2MB        | 2F 1S 0U    | 2F 2S 0U    |     106 | 1.0        |    12
 534 | 1 0 2 29 26 12   | 512KB     | 2MB        | 2F 1S 0U    | 2F 2S 1U    |     106 | 1.0        |    12
 535 | 0 1 2 31 27 7    | 512KB     | 2MB        | 2F 1S 0U    | 2F 2S 2U    |     106 | 1.0        |    12
 536 | 1 0 2 15 31 29   | 512KB     | 2MB        | 2F 1S 0U    | 2F 2S 2U    |     106 | 1.0        |    12
 537 | 1 0 2 19 23 24   | 512KB     | 2MB        | 1F 1S 2U    | 1F 2S 2U    |     105 | 1.0        |    12
 538 | 0 1 0 15 5 12    | 512KB     | 2MB        | 1F 2S 0U    | 1F 3S 3U    |     105 | 1.0        |    12
 539 | 1 0 2 26 29 20   | 512KB     | 2MB        | 2F 0S 2U    | 2F 1S 3U    |     105 | 1.0        |    12
 540 | 1 0 0 10 1 30    | 512KB     | 2MB        | 2F 1S 0U    | 2F 2S 3U    |     105 | 1.0        |    12
 541 | 1 0 2 29 17 31   | 512KB     | 2MB        | 3F 1S 0U    | 3F 2S 3U    |     105 | 1.0        |    12
 542 | 0 1 2 26 29 12   | 512KB     | 1MB        | 1F 0S 0U    | 1F 0S 0U    |      93 | 1.0        |    11
 543 | 1 0 2 29 28 19   | 512KB     | 1MB        | 1F 0S 0U    | 1F 0S 1U    |      93 | 1.0        |    11
 544 | 0 1 1 3 11 29    | 512KB     | 1MB        | 1F 1S 1U    | 1F 1S 1U    |      91 | 1.0        |    11
 545 | 1 0 1 19 3 1     | 512KB     | 1MB        | 1F 1S 1U    | 1F 1S 1U    |      91 | 1.0        |    11
 546 | 0 1 1 3 19 1     | 512KB     | 1MB        | 1F 1S 1U    | 1F 1S 3U    |      91 | 1.0        |    11
 547 | 1 0 1 11 3 29    | 512KB     | 1MB        | 1F 2S 0U    | 1F 2S 0U    |      91 | 1.0        |    11
 548 | 1 0 1 13 3 7     | 512KB     | 1MB        | 1F 2S 0U    | 1F 2S 1U    |      91 | 1.0        |    11
 549 | 1 0 2 17 29 1    | 512KB     | 1MB        | 2F 0S 1U    | 2F 0S 5U    |      91 | 1.0        |    11
 550 | 0 1 2 17 29 31   | 256KB     | 2MB        | 2F 1S 0U    | 2F 3S 4U    |     105 | 1.0        |    12
 551 | 0 1 0 1 10 30    | 256KB     | 2MB        | 2F 1S 1U    | 2F 3S 4U    |     104 | 1.0        |    12
 552 | 0 1 2 29 28 13   | 256KB     | 1MB        | 1F 0S 0U    | 1F 1S 0U    |      93 | 1.0        |    11
 553 | 1 0 2 25 25 22   | 256KB     | 1MB        | 1F 0S 0U    | 1F 1S 0U    |      93 | 1.0        |    11
 554 | 1 0 2 31 27 25   | 256KB     | 1MB        | 1F 0S 0U    | 1F 1S 0U    |      93 | 1.0        |    11
 555 | 0 1 2 28 29 19   | 256KB     | 1MB        | 1F 0S 1U    | 1F 1S 2U    |      92 | 1.0        |    11
 556 | 0 1 2 29 26 20   | 256KB     | 1MB        | 1F 0S 1U    | 1F 1S 3U    |      92 | 1.0        |    11
 557 | 0 1 1 3 13 7     | 128KB     | 1MB        | 1F 2S 0U    | 1F 4S 0U    |      91 | 1.0        |    11
 558 | 0 1 2 29 17 1    | 128KB     | 1MB        | 2F 0S 1U    | 2F 2S 5U    |      91 | 1.0        |    11
 559 | 1 0 1 7 2 10     | 128KB     | 512KB      | 1F 0S 0U    | 1F 1S 3U    |      81 | 1.0        |    10
 560 | 0 1 1 2 7 10     | 128KB     | 512KB      | 1F 0S 1U    | 1F 1S 2U    |      80 | 1.0        |    10
 561 | 1 0 1 15 2 9     | 128KB     | 512KB      | 1F 1S 1U    | 1F 2S 1U    |      80 | 1.0        |    10
 562 | 0 1 1 2 15 9     | 128KB     | 512KB      | 1F 1S 1U    | 1F 3S 2U    |      79 | 1.0        |    10
 563 | 0 1 1 31 1 9     | 64KB      | 128KB      | 3F 0S 1U    | 3F 1S 2U    |      59 | 1.0        |     8
 564 | 1 0 1 1 31 9     | 32KB      | 128KB      | 3F 0S 0U    | 3F 1S 0U    |      60 | 1.0        |     8

Total PRNGs tested: 564

=== 
Top 10 PRNGs ===
Rank | Params           | Last Pass | Last Test  | Last Iter   | Total All   | No Anom | P-Value    | Iters
-----|------------------|-----------|------------|-------------|-------------|---------|------------|-------
   1 | 0 1 0 1 15 15    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   2 | 0 1 0 1 31 9     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   3 | 0 1 0 3 20 17    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   4 | 0 1 0 3 25 28    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   5 | 0 1 0 5 16 14    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   6 | 0 1 0 5 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   7 | 0 1 0 5 27 12    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   8 | 0 1 0 7 2 10     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   9 | 0 1 0 9 4 22     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  10 | 0 1 0 9 5 21     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
