
=== All PRNGs ===
Rank | Params           | Last Pass | Last Test  | Last Iter   | Total All   | No Anom | P-Value    | Iters
-----|------------------|-----------|------------|-------------|-------------|---------|------------|-------
   1 | 0 1 0 1 15 15    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   2 | 0 1 0 1 31 9     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   3 | 0 1 0 3 20 17    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   4 | 0 1 0 3 25 28    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   5 | 0 1 0 5 16 14    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   6 | 0 1 0 5 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   7 | 0 1 0 5 27 12    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   8 | 0 1 0 7 2 10     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
   9 | 0 1 0 9 4 22     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  10 | 0 1 0 9 5 21     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  11 | 0 1 0 9 8 19     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  12 | 0 1 0 9 11 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  13 | 0 1 0 9 23 4     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  14 | 0 1 0 9 23 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  15 | 0 1 0 11 3 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  16 | 0 1 0 11 5 26    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  17 | 0 1 0 13 3 7     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  18 | 0 1 0 15 7 23    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  19 | 0 1 0 15 7 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  20 | 0 1 0 17 11 4    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  21 | 0 1 0 17 15 11   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  22 | 0 1 0 19 3 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  23 | 0 1 0 23 6 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  24 | 0 1 1 5 11 26    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  25 | 0 1 1 5 15 12    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  26 | 0 1 1 6 5 21     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  27 | 0 1 1 6 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  28 | 0 1 1 11 9 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  29 | 0 1 1 12 7 20    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  30 | 0 1 1 17 15 17   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  31 | 0 1 1 20 3 17    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  32 | 0 1 1 23 1 5     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  33 | 0 1 1 23 7 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  34 | 0 1 2 1 4 27     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  35 | 0 1 2 1 5 3      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  36 | 0 1 2 1 7 19     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  37 | 0 1 2 1 29 13    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  38 | 0 1 2 2 5 28     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  39 | 0 1 2 2 9 23     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  40 | 0 1 2 2 29 20    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  41 | 0 1 2 3 14 23    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  42 | 0 1 2 4 1 5      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  43 | 0 1 2 4 3 15     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  44 | 0 1 2 4 7 6      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  45 | 0 1 2 4 19 2     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  46 | 0 1 2 5 3 14     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  47 | 0 1 2 5 10 13    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  48 | 0 1 2 5 26 13    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  49 | 0 1 2 7 4 26     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  50 | 0 1 2 7 29 30    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  51 | 0 1 2 8 16 27    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  52 | 0 1 2 8 29 18    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  53 | 0 1 2 9 2 9      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  54 | 0 1 2 9 12 28    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  55 | 0 1 2 9 14 27    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  56 | 0 1 2 9 18 2     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  57 | 0 1 2 12 11 25   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  58 | 0 1 2 13 24 20   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  59 | 0 1 2 14 3 9     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  60 | 0 1 2 14 21 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  61 | 0 1 2 14 25 5    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  62 | 0 1 2 15 10 11   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  63 | 0 1 2 15 11 20   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  64 | 0 1 2 15 26 19   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  65 | 0 1 2 16 8 5     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  66 | 0 1 2 17 3 28    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  67 | 0 1 2 17 7 31    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  68 | 0 1 2 17 18 6    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  69 | 0 1 2 17 25 5    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  70 | 0 1 2 18 1 7     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  71 | 0 1 2 21 9 19    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  72 | 0 1 2 23 3 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  73 | 0 1 2 23 20 11   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  74 | 0 1 2 24 13 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  75 | 0 1 2 27 5 6     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  76 | 0 1 2 28 11 6    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  77 | 0 1 2 29 8 14    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  78 | 0 1 2 30 5 15    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  79 | 0 1 2 30 5 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  80 | 1 0 0 3 11 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  81 | 1 0 0 3 13 7     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  82 | 1 0 0 3 19 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  83 | 1 0 0 4 1 13     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  84 | 1 0 0 5 9 21     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  85 | 1 0 0 6 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  86 | 1 0 0 7 15 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  87 | 1 0 0 11 9 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  88 | 1 0 0 15 1 15    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  89 | 1 0 0 16 5 14    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  90 | 1 0 0 19 11 3    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  91 | 1 0 0 20 13 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  92 | 1 0 0 23 5 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  93 | 1 0 0 23 7 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  94 | 1 0 0 23 9 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  95 | 1 0 0 27 5 12    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  96 | 1 0 0 27 5 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  97 | 1 0 0 31 1 9     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  98 | 1 0 1 1 6 10     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
  99 | 1 0 1 1 23 5     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 100 | 1 0 1 3 20 17    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 101 | 1 0 1 5 6 21     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 102 | 1 0 1 5 27 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 103 | 1 0 1 7 6 15     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 104 | 1 0 1 7 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 105 | 1 0 1 9 4 22     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 106 | 1 0 1 9 5 21     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 107 | 1 0 1 11 19 3    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 108 | 1 0 1 15 7 23    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 109 | 1 0 1 15 7 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 110 | 1 0 1 15 17 17   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 111 | 1 0 1 17 15 11   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 112 | 1 0 1 19 11 11   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 113 | 1 0 2 1 1 9      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 114 | 1 0 2 1 4 5      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 115 | 1 0 2 1 8 30     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 116 | 1 0 2 1 18 5     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 117 | 1 0 2 1 18 7     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 118 | 1 0 2 1 29 19    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 119 | 1 0 2 2 5 4      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 120 | 1 0 2 2 9 9      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 121 | 1 0 2 2 22 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 122 | 1 0 2 3 3 6      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 123 | 1 0 2 3 14 9     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 124 | 1 0 2 3 23 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 125 | 1 0 2 4 1 27     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 126 | 1 0 2 4 3 17     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 127 | 1 0 2 5 20 22    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 128 | 1 0 2 5 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 129 | 1 0 2 5 27 6     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 130 | 1 0 2 5 30 15    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 131 | 1 0 2 6 29 12    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 132 | 1 0 2 7 1 19     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 133 | 1 0 2 7 28 5     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 134 | 1 0 2 7 30 6     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 135 | 1 0 2 9 21 19    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 136 | 1 0 2 9 24 11    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 137 | 1 0 2 10 5 13    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 138 | 1 0 2 10 25 25   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 139 | 1 0 2 11 12 23   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 140 | 1 0 2 11 12 25   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 141 | 1 0 2 11 13 3    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 142 | 1 0 2 13 11 29   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 143 | 1 0 2 13 14 8    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 144 | 1 0 2 13 17 2    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 145 | 1 0 2 14 3 23    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 146 | 1 0 2 14 13 24   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 147 | 1 0 2 14 21 20   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 148 | 1 0 2 15 10 21   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 149 | 1 0 2 15 23 20   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 150 | 1 0 2 15 25 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 151 | 1 0 2 16 29 15   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 152 | 1 0 2 18 16 27   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 153 | 1 0 2 20 5 10    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 154 | 1 0 2 23 5 31    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 155 | 1 0 2 23 15 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 156 | 1 0 2 23 20 21   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 157 | 1 0 2 24 9 21    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 158 | 1 0 2 25 10 7    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 159 | 1 0 2 25 14 5    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 160 | 1 0 2 25 15 20   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 161 | 1 0 2 27 14 26   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 162 | 1 0 2 28 10 27   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 163 | 1 0 2 29 1 13    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 164 | 1 0 2 29 2 20    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 165 | 1 0 2 29 11 24   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 166 | 1 0 2 30 5 7     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 0U    |     108 | 1.0        |    12
 167 | 0 1 0 1 4 13     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 168 | 0 1 0 5 27 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 169 | 0 1 0 7 6 15     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 170 | 0 1 0 7 23 1     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 171 | 0 1 0 13 7 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 172 | 0 1 0 13 20 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 173 | 0 1 0 15 2 9     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 174 | 0 1 1 4 1 13     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 175 | 0 1 1 4 9 22     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 176 | 0 1 1 6 7 15     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 177 | 0 1 1 10 3 2     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 178 | 0 1 1 11 19 11   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 179 | 0 1 1 15 1 15    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 180 | 0 1 1 16 5 14    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 181 | 0 1 1 19 11 3    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 182 | 0 1 1 20 13 12   | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 183 | 0 1 1 23 9 29    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 184 | 0 1 1 25 3 28    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 185 | 0 1 1 27 5 12    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 186 | 0 1 1 27 5 16    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 187 | 0 1 2 1 1 9      | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 188 | 0 1 2 1 18 25    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 189 | 0 1 2 2 23 4     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 190 | 0 1 2 3 3 26     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 191 | 0 1 2 3 4 17     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 192 | 0 1 2 5 1 29     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 193 | 0 1 2 5 30 7     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 194 | 0 1 2 6 2 13     | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 195 | 0 1 2 6 29 20    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 196 | 0 1 2 7 28 27    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
 197 | 0 1 2 9 11 19    | 1MB       | 2MB        | 1F 0S 0U    | 1F 0S 1U    |     108 | 1.0        |    12
